time,youtube_views,avg_youtube_views,Holidays,Access Control,Activity Monitoring,Anomaly Detection,Solution_APPLICATION WHITELISTING_Mentions,Solution_ATTACK TREE_Mentions,Solution_BEHAVIOR BASED DETECTION_Mentions,Solution_BLACKHOLING_Mentions,Solution_BLACKLISTING_Mentions,Blockchain,CAPTCHA,Solution_CODE SIGNING_Mentions,Solution_CONTINUOUS AUTHENTICATION_Mentions,Solution_Control Flow Integrity_Mentions,Cryptography/Encryption,Solution_DARKNET MONITORING_Mentions,Data Backups,Solution_DATA LEAKAGE DETECTION/PREVENTION_Mentions,Solution_DATA LOSS PREVENTION_Mentions,Solution_DATA PROVENANCE_Mentions,Solution_DECEPTION TECHNOLOGY_Mentions,Distributed Ledgers Technology,Solution_DYNAMIC ANALYSIS_Mentions,Solution_DYNAMIC RESOURCE MANAGEMENT_Mentions,Solution_FILE INTEGRITY MONITORING_Mentions,Solution_FORMAL VERIFICATION_Mentions,Game Theory,Solution_GRAPHICAL AUTHENTICATION_Mentions,Graphical Model,Solution_HONEYPOT_Mentions,Solution_HYPERGAME_Mentions,Solution_IDENTITY MANAGEMENT_Mentions,Solution_Identity-Based Encryption (IBE)_Mentions,Image Recognition,Solution_INTRUSION DETECTION/PREVENTION SYSTEM_Mentions,Solution_KEYSTROKE DYNAMICS_Mentions,Solution_LEAST PRIVILEGE_Mentions,Machine Learning/Deep Learning,Solution_MOVING TARGET DEFENSE_Mentions,Solution_MULTI FACTOR AUTHENTICATION_Mentions,Solution_MUTUAL AUTHENTICATION_Mentions,NLP/LLM,Solution_NETWORK SEGMENTATION_Mentions,Solution_ONE TIME PASSWORD_Mentions,Solution_PACKET FILTERING_Mentions,Solution_PASSWORD HASHING_Mentions,Solution_PASSWORD MANAGEMENT_Mentions,Solution_PATCH MANAGEMENT_Mentions,Penetration Testing,Privacy Preserving,Solution_PUBLIC KEY INFRASTRUCTURE_Mentions,Rank Correlation,Rate Limiting,Risk Assessment,SIEM,SSL/TLS,Sandboxing,Secure Boot,Session Management,Software Defined Network,Source Identification,Standardised Communication,Static Analysis,Solution_HIDDEN MARKOV MODEL_Mentions,Strong Authentication,Supply Chain Risk Management,Traffic Shaping,User Behaviour Analytics,VPN,Virtual Keyboards,Vulnerability Assessment,Vulnerability Management,Vulnerability Scanner,Mentions-Advanced persistent threat,Mentions-Account Hijacking,Mentions-Backdoor,Mentions-Botnet,Mentions-DDoS,Mentions-Disinformation/Misinformation,Mentions-Dropper,Mentions-Insider Threat,Mentions-Malware,Mentions-Password Attack,Mentions-Phishing,Mentions-Ransomware,Mentions-Session Hijacking,Mentions-Targeted Attack,Mentions-Trojan,Mentions-Vulnerability,Mentions-Zero-day,cluster_0_score,cluster_1_score,cluster_2_score,cluster_3_score,cluster_4_score,cluster_5_score,cluster_6_score,cluster_7_score,cluster_8_score,cluster_9_score,cluster_10_score,cluster_11_score,cluster_12_score,cluster_13_score,cluster_14_score,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,Mentions-Brute Force Attack,Mentions-Cryptojacking,Mentions-MITM,Mentions-DNS Spoofing,Mentions-Adversarial Attack,Mentions-Data Poisoning,Mentions-Deepfake,Mentions-Supply Chain,Mentions-IoT Device Attack,WAR/CONFLICT ALL,Solution_BLOCKCHAIN_Mentions,Solution_ACCESS CONTROL_Mentions,Solution_ENCRYPTION_Mentions,Solution_SUPPLY CHAIN RISK MANAGEMENT_Mentions,Solution_ML/DL_Mentions,Solution_ANOMALY DETECTION_Mentions,Solution_CRYPTOGRAPHY_Mentions,Solution_PENETRATION TESTING_Mentions,Solution_IDS/IPS_Mentions,Solution_STATIC ANALYSIS_Mentions,Solution_SESSION MANAGEMENT_Mentions,Solution_CAPTCHA_Mentions,Solution_RATE LIMITING_Mentions,Solution_GRAPHICAL MODEL_Mentions,Solution_SOFTWARE DEFINED NETWORK_Mentions,Solution_GAME THEORY_Mentions,Solution_TRAFFIC SHAPING_Mentions,Solution_RANK CORRELATION_Mentions,Solution_STRONG AUTHENTICATION_Mentions,Solution_SSL/TLS_Mentions,Solution_HTTPS_Mentions,Solution_DATA SANITIZATION_Mentions,Solution_OUTLIER DETECTION_Mentions,Solution_ADVERSARIAL TRAINING_Mentions,Solution_TRUSTWORTHY AI_Mentions,Solution_Bayesian Network_Mentions,Solution_SPLIT MANUFACTURING_Mentions,Solution_VULNERABILITY MANAGEMENT_Mentions,Solution_VPN_Mentions,Solution_PRIVACY PRESERVING_Mentions,Solution_SECURE BOOT_Mentions,Solution_MERKLE SIGNATURE_Mentions,Solution_LIVENESS DETECTION_Mentions,Solution_3D FACE RECONSTRUCTION_Mentions,Solution_BIOMETRICS_Mentions,Solution_DIGITAL WATERMARK_Mentions,Solution_DATA BACKUPS_Mentions,Solution_DATA AUGMENTATION_Mentions,Solution_DIMENSIONALITY REDUCTION_Mentions,Solution_DEFENSIVE DISTILLATION_Mentions,Solution_RRAM_Mentions,Solution_SPATIAL SMOOTHING_Mentions,Solution_NOISE INJECTION_Mentions,Solution_TAINT ANALYSIS_Mentions,Solution_USER BEHAVIOR ANALYTICS_Mentions,Solution_RISK ASSESSMENT_Mentions,Solution_SANDBOXING_Mentions,Solution_VIRTUAL KEYBOARDS_Mentions,Solution_DYNAMIC BINARY INSTRUMENTATION_Mentions,Solution_DNSSEC_Mentions,Solution_CERTIFICATE PINNING_Mentions,Solution_SECURE SIMPLE PAIRING_Mentions,Solution_VULNERABILITY ASSESSMENT_Mentions,Solution_SIEM_Mentions,Solution_STANDARDIZED COMMUNICATION_Mentions,Solution_VULNERABILITY SCANNER_Mentions,Solution_PASSWORD STRENGTH METERS_Mentions,Solution_PASSWORD POLICY_Mentions,Solution_ACTIVITY MONITORING_Mentions,Solution_DISTRIBUTED LEDGERS_Mentions,Solution_SOURCE IDENTIFICATION_Mentions,Solution_IMAGE RECOGNITION_Mentions,Solution_NLP/LLM_Mentions
2014-08,6000215327,166672648,20,11.48214286,43.92857143,62.94642857,0,1,0,0,0,71.875,0.517857143,0,0,1,22.28571429,0,2.875,0,0,0,0,5.303571429,2,0,0,7,18.83928571,0,14.91071429,0,0,2,18,38.30357143,6.785714286,0,0,3677.517857,0,4,14,243.625,0,0,0,0,0,0,2.178571429,23.35714286,7,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,7,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,0,0,0,5,25,0,0,2,282,34,19,0,1,1,10,5098,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,9,5,1,0,44,5,0,1,0,0,86,0,82,0,0,0,0,1,0,13,0,1,0,0,4,0,34132,0,114,318,1,18,9,171,6,44,8,0,13,0,2,0,7,0,0,0,0,15,0,0,0,0,1,1,0,0,73,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,63,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,8
2014-09,6000215327,166672648,22,11.48214286,43.92857143,62.94642857,0,2,0,27,7,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,1,0,0,5.303571429,19,0,0,14,18.83928571,0,14.91071429,12,0,22,20,38.30357143,6.785714286,7,1,3677.517857,9,4,34,243.625,0,4,0,0,0,0,2.178571429,23.35714286,5,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,0,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,3,1,0,98,122,0,0,8,487,66,79,0,4,17,0,18361,3,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,4,0,0,10,10,5,37,0,0,22,0,15,1,0,0,0,6,0,8,1,1,0,0,14,0,21684,0,221,566,3,49,39,354,5,206,30,4,55,0,6,4,21,0,2,7,29,14,0,0,0,0,6,0,0,24,116,0,0,3,5,145,0,6,0,3,0,0,0,0,1,0,129,0,0,0,0,0,0,4,9,0,2,0,0,0,0,0,3,10
2014-10,6000215327,166672648,57,11.48214286,43.92857143,62.94642857,0,7,0,23,0,71.875,0.517857143,1,2,2,22.28571429,0,2.875,2,0,0,0,5.303571429,5,0,0,13,18.83928571,0,14.91071429,30,0,12,18,38.30357143,6.785714286,8,2,3677.517857,4,12,29,243.625,0,5,4,0,0,0,2.178571429,23.35714286,15,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,17,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,6,1,0,70,155,1,0,10,525,87,65,0,0,3,16,7702,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,3,3,1,6,10,0,79,74,0,93,0,228,1,37,38,0,12,0,35,0,0,0,0,4,0,19332,0,166,677,0,43,53,467,16,266,18,0,10,0,9,28,9,0,1,4,11,7,0,1,0,0,27,0,0,12,67,0,2,5,0,282,0,2,0,3,0,0,0,0,8,0,130,0,0,2,6,2,0,13,14,1,16,0,0,0,0,0,0,8
2014-11,6000215327,166672648,23,11.48214286,43.92857143,62.94642857,0,9,0,41,0,71.875,0.517857143,3,9,7,22.28571429,0,2.875,3,0,8,0,5.303571429,7,0,0,14,18.83928571,0,14.91071429,10,0,15,34,38.30357143,6.785714286,14,5,3677.517857,36,12,35,243.625,0,6,5,0,0,0,2.178571429,23.35714286,25,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,19,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,3,7,11,129,160,0,0,33,836,96,65,0,0,15,15,27432,13,0,0,0,0,0,49,0,9,0,0,0,0,0,0,0,10,0,0,5,6,0,2,0,0,83,0,79,1,0,0,0,10,0,34,6,0,0,0,13,0,16307,2,238,700,3,66,56,493,6,243,33,2,15,5,1,10,29,0,0,0,62,15,0,0,2,0,16,0,0,9,115,0,0,0,0,179,0,2,0,7,0,0,0,0,8,0,157,2,0,2,18,0,0,24,0,0,7,1,0,0,1,1,6,12
2014-12,6000215327,166672648,57,11.48214286,43.92857143,62.94642857,0,4,4,10,1,71.875,0.517857143,0,2,0,22.28571429,0,2.875,1,0,21,0,5.303571429,20,0,0,17,18.83928571,0,14.91071429,50,0,30,56,38.30357143,6.785714286,9,7,3677.517857,2,9,42,243.625,0,15,0,0,2,0,2.178571429,23.35714286,14,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,8,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,8,0,0,162,233,0,0,39,1117,57,124,0,0,5,35,16305,1,0,0,0,0,0,9,10,19,0,9,0,0,0,0,0,45,2,0,48,4,0,0,0,0,46,0,114,0,0,0,0,18,0,37,0,0,0,0,40,3,23057,0,285,691,3,77,98,600,2,267,33,1,36,3,0,23,41,0,6,0,5,13,2,0,0,0,26,0,3,16,106,0,0,26,0,345,16,1,0,6,0,0,0,5,6,0,213,0,1,0,16,0,0,26,8,0,8,0,1,0,0,0,7,14
2015-01,6000215327,166672648,56,11.48214286,43.92857143,62.94642857,0,8,0,33,1,71.875,0.517857143,0,0,1,22.28571429,0,2.875,0,1,8,0,5.303571429,11,0,0,7,18.83928571,0,14.91071429,21,1,27,34,38.30357143,6.785714286,13,0,3677.517857,12,0,52,243.625,0,5,6,0,0,0,2.178571429,23.35714286,8,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,3,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,8,0,1,58,111,12,0,22,647,161,66,1,9,6,15,20852,7,25,0,10,0,0,78,10,71,0,108,0,0,0,0,30,8,0,0,17,10,0,1,0,0,42,0,0,0,0,0,0,10,0,34,0,1,0,0,20,4,19044,0,280,609,1,58,50,469,14,211,22,1,32,0,3,5,36,0,4,0,4,4,1,1,0,0,12,0,2,1,100,1,0,3,0,166,0,0,0,3,0,10,0,0,6,0,149,3,0,0,8,0,0,29,8,0,1,0,1,0,0,6,4,5
2015-02,6000215327,166672648,25,11.48214286,43.92857143,62.94642857,0,0,0,16,0,71.875,0.517857143,0,1,1,22.28571429,0,2.875,5,0,0,0,5.303571429,7,0,0,1,18.83928571,0,14.91071429,7,0,4,32,38.30357143,6.785714286,7,0,3677.517857,0,9,14,243.625,0,1,4,0,0,1,2.178571429,23.35714286,9,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,7,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,8,0,1,33,74,5,0,2,482,48,30,0,1,12,4,5977,1,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,8,0,0,15,9,0,0,0,0,47,0,120,0,0,0,0,4,0,12,0,1,0,0,3,0,16838,0,169,428,1,44,19,354,6,112,15,0,0,0,0,10,36,0,0,4,8,1,1,8,0,0,27,0,0,4,50,0,3,0,0,128,3,2,0,7,0,17,0,0,2,0,69,4,0,0,0,0,0,20,0,0,1,0,0,0,0,0,3,0
2015-03,6000215327,166672648,17,11.48214286,43.92857143,62.94642857,1,0,0,29,1,71.875,0.517857143,0,5,1,22.28571429,0,2.875,2,0,0,0,5.303571429,9,0,0,6,18.83928571,4,14.91071429,5,0,11,32,38.30357143,6.785714286,12,1,3677.517857,2,0,46,243.625,2,4,0,3,2,0,2.178571429,23.35714286,17,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,5,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,1,0,0,17,116,4,0,25,368,72,37,4,0,4,8,6097,0,0,0,0,9,0,10,0,10,10,0,0,9,0,0,9,10,0,0,13,11,37,1,0,0,125,0,114,0,0,0,0,6,0,28,0,0,0,0,3,2,24573,3,151,364,4,26,68,298,8,111,17,1,23,1,0,11,17,0,0,4,12,5,0,0,0,0,3,0,0,3,34,0,0,0,0,181,3,0,0,2,0,2,0,1,0,0,119,2,1,5,3,0,0,5,1,0,1,0,0,0,0,0,0,3
2015-04,6000215327,166672648,62,11.48214286,43.92857143,62.94642857,0,2,0,16,1,71.875,0.517857143,0,2,3,22.28571429,0,2.875,0,0,3,0,5.303571429,16,3,0,9,18.83928571,0,14.91071429,29,0,20,48,38.30357143,6.785714286,13,3,3677.517857,0,2,23,243.625,0,5,0,0,2,1,2.178571429,23.35714286,20,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,9,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,2,0,0,94,117,7,0,11,573,66,74,1,1,7,20,13901,4,9,0,18,9,0,70,0,10,0,0,0,0,0,0,0,10,40,0,14,11,0,0,0,0,81,0,154,1,0,0,0,9,0,23,0,0,0,0,0,0,17558,3,184,516,2,53,34,413,0,136,26,0,37,5,4,8,17,0,0,2,25,11,0,3,0,0,9,0,0,0,67,0,0,16,0,145,3,0,0,0,0,8,0,0,8,0,96,7,0,0,0,0,0,4,0,0,0,1,2,0,0,0,9,21
2015-05,6000215327,166672648,65,11.48214286,43.92857143,62.94642857,0,0,0,10,2,71.875,0.517857143,0,2,0,22.28571429,0,2.875,0,4,1,0,5.303571429,6,0,0,4,18.83928571,0,14.91071429,7,0,7,24,38.30357143,6.785714286,0,0,3677.517857,3,0,8,243.625,0,3,0,0,0,0,2.178571429,23.35714286,0,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,11,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,4,1,1,25,73,16,0,5,305,42,6,0,0,3,8,4234,1,1,0,0,0,0,30,0,0,0,9,10,0,0,0,27,3,0,0,0,8,0,0,0,0,81,0,118,0,1,0,0,12,0,12,0,0,0,0,8,0,17346,0,128,373,4,21,29,229,4,77,11,3,0,0,1,0,12,0,1,3,0,5,0,1,0,0,6,0,0,3,53,0,0,4,0,119,7,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,6,2,0,0,2,1,0,0,0,4,3
2015-06,6000215327,166672648,22,11.48214286,43.92857143,62.94642857,0,1,0,8,2,71.875,0.517857143,0,11,0,22.28571429,0,2.875,0,0,4,0,5.303571429,11,0,0,19,18.83928571,0,14.91071429,1,0,21,22,38.30357143,6.785714286,11,4,3677.517857,2,25,12,243.625,1,4,3,1,0,0,2.178571429,23.35714286,23,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,17,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,1,0,5,32,105,2,0,11,402,29,38,1,2,8,29,5680,1,8,0,0,0,0,69,0,19,0,11,0,0,0,0,9,3,0,0,0,3,0,0,0,0,46,0,192,1,0,0,0,24,0,37,0,1,0,0,11,0,19338,0,232,538,0,65,48,359,10,121,23,0,20,2,3,24,30,0,0,2,45,7,0,2,0,0,10,4,0,10,46,0,0,5,0,283,2,0,0,2,0,10,1,0,6,0,150,1,0,0,0,0,0,19,12,0,0,0,0,0,0,1,3,10
2015-07,6000215327,166672648,29,11.48214286,43.92857143,62.94642857,0,0,0,39,0,71.875,0.517857143,0,0,4,22.28571429,0,2.875,0,3,2,0,5.303571429,14,0,0,19,18.83928571,0,14.91071429,22,0,20,6,38.30357143,6.785714286,2,4,3677.517857,0,0,38,243.625,0,8,13,0,0,2,2.178571429,23.35714286,11,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,17,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,16,0,6,28,110,0,0,18,563,94,37,0,0,13,8,15814,4,9,0,0,0,0,50,0,10,0,0,0,0,0,0,27,9,37,0,47,2,1,1,0,0,80,0,79,0,37,0,0,22,0,27,0,2,0,0,10,2,26652,4,199,637,0,62,36,533,6,193,28,0,38,6,0,22,57,0,0,2,57,6,1,1,2,0,14,0,2,17,126,1,0,0,2,205,4,0,0,4,0,0,0,0,9,0,112,0,4,4,0,0,2,7,7,0,1,0,1,0,0,0,5,16
2015-08,6000215327,166672648,20,11.48214286,43.92857143,62.94642857,0,0,0,8,4,71.875,0.517857143,2,0,0,22.28571429,0,2.875,2,0,1,0,5.303571429,27,0,1,5,18.83928571,2,14.91071429,5,0,27,14,38.30357143,6.785714286,0,3,3677.517857,0,12,43,243.625,0,11,0,4,0,0,2.178571429,23.35714286,26,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,19,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,17,0,0,53,180,3,0,16,668,123,70,0,1,12,19,13411,3,0,0,9,10,0,20,0,0,0,0,0,0,0,0,0,8,1,0,9,6,0,0,0,0,11,0,83,0,0,0,0,18,0,33,0,2,0,0,10,5,30487,0,288,671,3,75,44,533,16,248,38,1,27,0,1,22,36,2,1,6,79,18,0,5,0,0,16,5,0,14,104,0,0,3,0,198,4,0,0,2,0,0,0,0,7,0,159,7,0,0,16,0,0,20,5,0,0,0,0,2,0,2,12,9
2015-09,6000215327,166672648,45,11.48214286,43.92857143,62.94642857,0,3,12,16,0,71.875,0.517857143,4,3,0,22.28571429,2,2.875,1,0,7,0,5.303571429,49,0,0,14,18.83928571,0,14.91071429,40,0,10,28,38.30357143,6.785714286,8,4,3677.517857,2,21,52,243.625,0,17,0,1,0,0,2.178571429,23.35714286,29,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,7,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,21,0,1,106,184,11,0,2,785,107,81,1,5,6,27,19192,5,9,0,0,0,0,50,0,0,0,0,0,0,0,0,0,9,1,0,44,7,37,2,1,0,246,0,173,0,1,0,0,23,0,48,4,1,0,0,3,1,38795,0,304,738,0,93,79,654,7,233,42,0,33,0,4,35,61,0,4,5,22,8,1,1,0,0,15,0,0,16,129,3,0,9,0,296,6,1,0,0,0,0,0,0,10,0,168,1,0,3,1,6,0,6,2,0,0,0,0,3,0,0,3,1
2015-10,6000215327,166672648,33,11.48214286,43.92857143,62.94642857,0,3,0,5,0,71.875,0.517857143,0,7,12,22.28571429,0,2.875,2,0,2,0,5.303571429,33,0,0,21,18.83928571,0,14.91071429,32,10,11,38,38.30357143,6.785714286,9,1,3677.517857,36,15,29,243.625,0,8,5,0,0,0,2.178571429,23.35714286,18,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,24,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,5,0,3,46,152,3,2,57,689,118,85,5,1,8,24,27175,11,10,0,9,10,0,10,10,0,0,9,0,0,0,0,18,38,0,1,7,3,0,38,0,0,11,0,86,0,0,0,0,17,0,27,2,3,0,0,8,2,27659,5,317,876,0,64,66,599,14,208,46,6,18,3,1,29,35,0,1,5,44,13,1,0,2,0,30,0,0,10,135,3,0,7,0,183,2,1,5,15,0,0,0,2,5,0,137,12,2,2,13,0,0,14,2,0,3,0,5,0,0,2,8,16
2015-11,6000215327,166672648,23,11.48214286,43.92857143,62.94642857,0,0,0,26,0,71.875,0.517857143,0,8,0,22.28571429,0,2.875,6,1,3,0,5.303571429,10,0,0,8,18.83928571,0,14.91071429,0,0,7,8,38.30357143,6.785714286,5,0,3677.517857,0,4,59,243.625,0,3,6,0,0,8,2.178571429,23.35714286,13,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,6,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,9,0,0,54,163,1,0,14,403,91,20,2,0,10,12,10224,3,0,0,0,0,0,99,0,10,0,9,0,0,0,0,18,14,74,0,17,4,0,77,3,0,120,0,114,0,0,0,0,6,0,21,4,0,0,0,0,8,28713,0,239,562,4,72,62,459,11,202,21,0,27,1,5,8,6,0,0,2,3,7,0,10,3,0,27,0,2,2,94,0,0,4,0,173,0,1,0,2,0,0,0,0,13,0,151,0,6,0,1,0,0,8,13,2,11,0,0,0,0,0,6,1
2015-12,6000215327,166672648,63,11.48214286,43.92857143,62.94642857,0,10,0,6,2,71.875,0.517857143,0,16,5,22.28571429,0,2.875,10,0,10,0,5.303571429,14,0,0,13,18.83928571,6,14.91071429,23,0,13,36,38.30357143,6.785714286,2,4,3677.517857,11,11,37,243.625,1,8,0,1,0,0,2.178571429,23.35714286,28,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,19,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,6,1,0,80,239,3,0,37,904,173,90,0,3,10,12,16347,23,9,9,12,0,0,50,0,15,0,18,0,0,0,0,9,50,4,1,14,46,2,38,0,0,13,0,46,0,0,0,0,31,0,22,0,1,0,0,7,0,17715,0,436,889,5,137,97,641,5,256,23,0,56,0,5,39,53,0,4,3,48,7,1,4,0,0,16,0,2,12,124,6,0,2,0,342,0,3,1,3,0,12,0,0,0,0,212,8,2,3,0,0,0,14,4,0,6,0,0,4,0,1,3,141
2016-01,6000215327,166672648,55,11.48214286,43.92857143,62.94642857,0,2,0,72,1,71.875,0.517857143,2,0,0,22.28571429,0,2.875,0,0,0,0,5.303571429,16,0,0,12,18.83928571,2,14.91071429,14,0,19,70,38.30357143,6.785714286,6,0,3677.517857,7,11,59,243.625,0,16,3,0,0,0,2.178571429,23.35714286,3,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,5,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,15,0,12,90,211,3,0,15,798,102,85,11,2,10,13,18541,6,72,0,10,10,0,120,10,91,0,107,0,18,0,0,28,17,2,0,14,11,1,0,0,0,82,0,79,0,1,0,0,24,0,31,1,0,0,0,13,25,28030,5,340,756,1,82,49,648,8,244,30,0,6,3,0,19,46,2,1,2,23,9,1,7,2,0,31,0,0,30,78,3,0,0,3,197,10,6,0,4,0,10,2,4,9,0,216,0,0,0,3,0,0,21,17,0,3,0,5,0,1,0,8,6
2016-02,6000215327,166672648,26,11.48214286,43.92857143,62.94642857,0,0,0,20,0,71.875,0.517857143,0,0,2,22.28571429,0,2.875,9,0,1,0,5.303571429,4,0,0,5,18.83928571,0,14.91071429,9,0,4,72,38.30357143,6.785714286,11,1,3677.517857,0,18,45,243.625,0,5,4,1,2,0,2.178571429,23.35714286,8,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,4,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,1,0,1,30,85,2,0,25,567,95,20,0,1,1,10,11344,7,14,0,0,10,0,40,20,9,0,23,0,0,0,10,28,3,8,38,52,8,38,38,0,0,192,0,6,39,38,0,0,12,0,18,0,0,0,0,8,4,52200,5,188,660,0,46,38,388,2,103,14,0,35,0,0,21,18,1,0,2,30,3,1,2,0,0,15,0,0,18,97,0,0,0,0,182,2,1,0,13,0,0,0,0,6,0,99,8,9,0,0,0,0,21,3,0,3,0,0,1,0,3,4,5
2016-03,6000215327,166672648,50,11.48214286,43.92857143,62.94642857,0,8,0,58,0,71.875,0.517857143,3,9,3,22.28571429,0,2.875,0,0,2,0,5.303571429,26,0,0,23,18.83928571,0,14.91071429,23,0,26,42,38.30357143,6.785714286,17,0,3677.517857,17,12,21,243.625,0,7,5,0,0,0,2.178571429,23.35714286,12,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,4,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,8,4,0,79,167,6,0,18,840,108,68,1,0,8,19,14157,10,6,0,0,20,0,20,0,0,0,3,0,10,0,0,9,7,12,1,11,17,0,3,0,0,159,0,81,0,38,0,0,36,0,29,0,3,0,0,5,1,23663,5,258,726,9,84,68,631,12,225,27,2,35,0,1,21,30,0,0,0,27,4,0,4,1,0,14,0,0,29,96,0,0,1,0,272,6,0,0,4,0,3,0,0,3,0,171,1,0,0,0,0,0,8,2,0,8,0,1,0,0,0,1,9
